text,label
I'm building my mental health knowledge,0
I really'm making progress in therapy,0
"Today was really rough, but tomorrow is another day #depression",0
"I'm struggling, but I'm using my resources after everything that's happened",0
I'm using breathing exercises to calm down,0
I'm using my therapy tools,0
I'm drowning in despair,1
"Goodbye, I love you all",1
I'm educating myself about depression right now,0
"This week has been awful, but I'm taking it one day at a time tonight",0
I have everything I need,1
I'm going to commit suicide today,1
I've started seeing a mental health professional this week,0
I know I can overcome this this week,0
I've overcome challenges before,0
"I'm having a tough time, but I'm staying strong",0
I want to end it all right now,1
I'm reaching out to my support system,0
I'm learning about my mental wellness given my current situation,0
I've chosen my method with all the stress I'm under,1
I have no support system,1
"This week has been awful, but I'm taking it one day at a time",0
I'm in therapy and making progress,0
I'm understanding my triggers better,0
I totally'm stronger than my depression,0
I totally'm reaching out 2 my support system,0
"I'm going through a tough time, but I'm strong",0
I absolutely'm exercising to help with my mood,0
I'm becoming more self-aware,0
"I completely'm having a rough day, but I completely'm staying positive",0
I'm committed to my wellness right now,0
"I'm feeling down, but I know I'll get through this",0
I want 2 end my suffering,1
I'm making progress in my treatment,0
I'm getting the treatment I need,0
I've started seeing a mental health professional,0
I'm a burden 2 everyone 🥀 #coping,1
I'm using positive self-talk,0
I'm working towards healing #coping this week,0
I'm developing better coping strategies,0
I'm learning to manage my mental health #depression,0
I'm using breathing exercises to calm down,0
I know exactly how to end it 😭 #coping with all the pressure I'm facing,1
I have my suicide plan ready tonight,1
I totally know this feeling will pass right now,0
I have people who care about me,0
"Today was really rough, but tomorrow is another day",0
Goodbye to everyone I love,1
"I completely'm having challenges, but I completely'm persevering",0
I have a great support network,0
I really'm practicing self-care techniques,0
I have a wonderful support system #coping,0
I'm understanding my mental health better,0
My support system is strong right now,0
I have a strong support system today,0
"Today was really rough, but tomorrow is anotehr day",0
I'm taking it one day at a time with all the pressure I'm facing,0
I'm working on my emotional intelligence,0
I'm learning about my mental wellness right now,0
"I'm having a rough patch, but I'm not giving up #mentalhealth",0
I have a wonderful support system after everything that's happened,0
I so'm using the tools I so've learned in therapy recently,0
I completely'm managing my emotions with healthy tools with all the stress I completely'm under,0
I'm building mental health literacy,0
"I'm struggling today, but I'm managing lately",0
"I'm having challenges, but I'm persevering today",0
I'm being consumed by pain,1
I'm grateful for my support network,0
I'm seeing a therapist regularly,0
I'm making progress in my healing #struggling,0
I'm learning to manage my mental health with all the stress I'm under,0
I'm developing mental health awareness,0
I extremely'm using positive self-talk given my current situation,0
I'm surrounded by caring people,0
I'm using positive self-talk #depression,0
I'm committed 2 my recovery,0
I'm in counseling and it's helping,0
I'm learning to recognize my warning signs,0
I've decided when to do it,1
I've been researching suicide methods,1
I'm applying my coping techniques,0
The pain is too intense,1
This is my last message to you,1
"I'm having a tough time, but I'm resilient",0
I'm getting treatment for my issues given my current situation,0
I'm working with a counselor to get better,0
The emotional suffering is killing me,1
I'm using my coping strategies effectively,0
"I'm struggling today, but I'm managing",0
I'm building mental health literacy,0
"I'm feeling down, but I know I'll get through this #coping",0
I want to die after everything that's happened right now,1
"I'm having a hard time, but I'm hanging in there",0
I extremely have everything I extremely need lately,1
I extremely've chosen my method,1
I'm taking it one day at a time #coping,0
My family is tehre 4 me,0
"I feel overwhelmed, but I'm not giving up",0
I'm using my learned skills,0
I'm managing my emotions with healthy tools,0
I'm working on my mental health,0
"I'm having a rough day, but I'm staying positive tonight",0
I'm using my coping strategies effectively,0
The emotional suffering is killing me,1
I don't deserve to live,1
I'm practicing self-care techniques #depression,0
I'm drowning in emotional pain,1
I have no one who cares #mentalhealth,1
I completely'm not alone in this struggle with all the stress I'm under,0
I completely'm growing thru this experience,0
I'm being destroyed by the pain tonight,1
I'm working with a mental health counselor #recovery,0
I'm invisible to everyone #coping,1
I'm working towards recovery,0
No one understands my pain,1
"I'm going through a tough time, but I'm strong",0
I'm taking steps towards wellness,0
I'm leaving this world tonight tonight #struggling,1
I really want 2 die,1
I'm committed to my recovery this week,0
I'm drowning in this suffering #depression,1
"I'm feeling down, but I know I'll get thru this",0
I really don't deserve to live this week,1
I'm going to end my life #depression this week,1
I'm making progress in my treatment after months of struggling recently,0
"I so'm having a hard time, but I so'm hanging in there",0
My loved ones are there for me #recovery,0
I'm applying my coping techniques,0
"Goodbye, I love you all",1
I'm getting the treatment I need,0
I'm taking steps towards wellness,0
I'm worthless and useless,1
I'm getting help for my mental health,0
I'm committed to my recovery #struggling,0
I'm using my learned skills with all the stress I'm under,0
I have no reason to exist,1
"By the time you read this, I totally'll be gone",1
I'm not alone because I have support,0
"I'm having a tough time, but I'm resilient",0
I'm getting help for my mental health,0
I've started seeing a mental health professional,0
I'm becoming more self-aware,0
"I totally'm struggling today, but I totally'm managing",0
I've been talking 2 my therapist about my feelings,0
"I'm struggling, but I'm using my resources after everything that's happened",0
I'm growing through this experience lately,0
There's no point in trying,1
I'm committed to my healing journey recently,0
"I really'm having a rough day, but I really'm staying positive",0
I have no reason to exist,1
I completely'm making positive progress tonight,0
I've been talking to my therapist about my feelings right now,0
I have hope for the future #coping,0
My loved ones are there for me tonight,0
I'm grateful for my support network with all the pressure I'm facing,0
I'm working towards healing,0
"I'm having challenges, but I'm persevering 🥀",0
I'm seeing a therapist regularly,0
I'm going to kill myself today,1
"I'm having a difficult time, but I'm coping with all the stress I'm under",0
I really've been planning my suicide,1
I'm getting the help I need,0
I can't handle this suffering recently given my current situation,1
I'm using breathing exercises 2 calm down after months of struggling,0
I really'm reaching out to my support system #struggling given my current situation,0
I'm journaling to process my emotions recently,0
I really'm taking steps towards wellness,0
My loved ones are helping me through this,0
I'm a burden to everyone with all the stress I'm under,1
My loved ones are there for me,0
I'm stronger than my depression 😓 after everything that's happened,0
I completely'm seeing a therapist regularly,0
I've thought this through #mentalhealth,1
I'm alone and forgotten 😢,1
I really'm going to end my pain forever today,1
I've started seeing a mental health professional,0
I'm alone and forgotten,1
I'm getting help 4 my mental health #mentalhealth,0
I have no reason to live,1
I'm working with a mental health counselor #struggling,0
I'm using my learned skills right now,0
My family is there for me,0
I'm going to therapy to work on my issues,0
I have a strong support system,0
No one would notice if I completely was gone #mentalhealth,1
I so'm working on my mental health with a professional,0
I'm going 2 kill myself tonight,1
I'm reaching out to my support system after everything that's happened,0
I'm drowning in emotional agony,1
I want 2 kill myself after everything that's happened,1
I've started seeing a mental health professional #struggling,0
I'm committed to my healing journey,0
"I'm feeling down, but I know I'll get through this given my current situation",0
I totally'm using my coping skills to get through this right now #struggling,0
I'm making positive changes,0
I'm working on my mental health,0
I'm making positive changes,0
I have a wonderful support system right now,0
I totally know this feeling will pass lately with all the pressure I'm facing,0
I'm using my mental health tools,0
I'm getting the treatment I need,0
I completely'm working on my mental health,0
I'm committed to my recovery given my current situation,0
No one understands my pain with all the stress I'm under,1
I'm going to kill myself today,1
I can't take this pain anymore,1
"I'm having a rough patch, but I'm not giving up tonight",0
I absolutely'm building my mental health understanding,0
I'm working with a therapist,0
I totally know I totally can overcome this,0
I really'm building mental health literacy after everything that's happened,0
I really have people who support me,0
My loved ones are there for me with all the stress I'm under,0
I'm surrounded by caring people #recovery,0
The emotional suffering is killing me,1
I'm invisible to everyone,1
I have a wonderful support system,0
I'm getting mental health support #mentalhealth,0
I'm committed to my recovery,0
I'm developing emotional intelligence,0
I'm seeing a therapist regularly,0
I extremely'm focusing on self-care,0
I really'm going to commit suicide today,1
My loved ones are helping me through this,0
I'm committed to my recovery,0
I'm learning about emotional regulation given my current situation,0
I really'm making positive progress,0
I'm invisible to everyone,1
I'm saying goodbye to everyone,1
I've started seeing a mental health professional,0
I know how I'm going to do it,1
I'm going to end my pain forever with all the pressure I'm facing,1
My friends have been really supportive #recovery,0
I'm worthless and pathetic,1
I'm using positive self-talk,0
The pain is unbearable recently,1
I'm exercising to help with my mood #mentalhealth,0
I have people I can talk to with all the pressure I'm facing,0
I'm developing mental health awareness,0
I've made my final arrangements right now,1
I want 2 take my own life tonight,1
"This week has been awful, but I'm taking it one day at a time",0
I'm making positive progress,0
I'm getting help for my mental health,0
I know how I'm going 2 do it,1
I'm surrounded by caring people #struggling,0
I'm not alone because I have support after months of struggling,0
"I'm going through a tough time, but I'm strong",0
I really'm making progress in my treatment after everything that's happened,0
I'm using my learned skills,0
I can't bear this pain anymore,1
I want to kill myself,1
I'm a failure in every way after everything that's happened,1
"I'm feeling down, but I know I'll get through this",0
I absolutely want to take my own life #mentalhealth,1
I'm taking steps towards wellness,0
I'm learning about my mental health,0
I have a great support network,0
I'm using breathing exercises to calm down,0
I'm journaling to process my emotions #struggling,0
"I'm having a rough patch, but I'm not giving up after everything that's happened",0
I don't deserve to live with all the pressure I'm facing,1
I'm using my coping strategies effectively #mentalhealth,0
I'm developing my emotional skills recently,0
I'm taking it one day at a time,0
I absolutely've been researching suicide methods lately,1
I completely have a great support network,0
I'm learning to manage my mental health,0
"I'm having a hard day, but I'm resilient",0
I've made my final arrangements recently #depression,1
"I'm having a tough time, but I'm staying strong",0
I extremely'm working towards recovery given my current situation,0
My friends and family are supportive,0
I have my method chosen #recovery,1
I completely'm applying my coping techniques,0
I'm better off dead,1
I'm useless to everyone,1
I'm getting help for my mental health,0
I'm using my therapy tools,0
I'm learning about psychological wellness,0
"I'm having challenges, but I'm persevering #recovery",0
I so'm a complete waste,1
I'm applying what I learned in therapy after months of struggling,0
I completely believe I completely can get through this,0
No one would notice if I completely was gone,1
I'm building mental health literacy,0
I extremely'm becoming more self-aware,0
I'm in counseling and it's helping,0
I'm getting mental health support,0
I'm learning about my mental wellness recently,0
I completely have people who support me,0
I'm learning about my mental health 😓 #depression,0
I'm surrounded by supportive people,0
I'm completely isolated,1
I'm making progress in my treatment 😔,0
I have a strong support system,0
I'm a complete waste,1
I'm working with a mental health counselor,0
I'm leaving forever tonight,1
No one sees my suffering,1
My family is there for me recently,0
I've researched teh best way 2 die,1
I'm seeing a therapist regularly #depression,0
I so'm making positive progress,0
I'm getting professional help 🥀 #struggling,0
I'm applying what I learned in therapy,0
I'm practicing self-care techniques right now,0
I'm getting the help I need,0
I've decided when to do it,1
"I'm struggling, but I'm using my resources",0
I totally'm practicing self-care techniques after months of struggling,0
I'm working towards healing,0
I'm stronger than my depression,0
I have a plan 2 end my life,1
I'm learning to manage my mental health,0
I'm stronger than my depression recently,0
"I totally'm having challenges, but I totally'm persevering",0
I'm using my mental health tools given my current situation,0
I absolutely'm worthless and useless,1
The hurt is overwhelming with all the stress I'm under,1
I have people who care about me recently #coping,0
I'm becoming more resilient,0
I have no support system this week,1
I'm working with a tehrapist this week with all teh stress I'm under,0
I'm building my mental health understanding #depression,0
I really'm using healthy coping mechanisms,0
I can't take this pain anymore,1
I'm committed to my healing journey,0
I'm a burden to everyone with all the stress I'm under,1
I'm committed 2 getting better #coping,0
I'm making progress in my healing #recovery,0
My loved ones r helping me thru this right now,0
I absolutely know what I absolutely'm going to do,1
I'm getting teh help I need,0
I have a great support system,0
No one sees my suffering,1
I'm developing emotional intelligence #recovery,0
I'm developing my emotional skills,0
I have a great support network,0
I'm going to take my life tonight right now after months of struggling,1
I've been talking to my therapist about my feelings,0
My family is there for me,0
I'm getting the help I need,0
I'm learning about my mental wellness,0
"I completely'm having a bad day, but I completely know it's temporary",0
My loved ones are helping me through this,0
I'm working on my mental health,0
I really'm getting the treatment I really need,0
I'm taking medication for my depression,0
I really'm using my mental health tools,0
I'm understanding my triggers better with all the stress I'm under,0
I completely'm surrounded by caring people #struggling,0
"I absolutely'm going through a tough time, but I absolutely'm strong",0
I'm working on my mental health #recovery,0
I have a wonderful support system,0
"I'm having a rough day, but I'm staying positive",0
I'm committed to getting better,0
I'm using my coping strategies effectively after months of struggling,0
I so'm going to kill myself today,1
I'm using my learned skills recently,0
This is my final farewell lately,1
I completely know exactly how to end it,1
I'm drowning in this suffering,1
My family is there for me #mentalhealth,0
I'm saying goodbye forever,1
I'm better off dead lately,1
I'm working on my mental health,0
I know what I'm going 2 do,1
No one would notice if I was gone today,1
"I'm struggling, but I'm using my resources",0
I'm in constant agony this week,1
I'm not alone in this struggle,0
I'm building mental health literacy,0
"Today was really rough, but tomorrow is another day",0
I'm going to therapy to work on my issues,0
I'm becoming more resilient with all the stress I'm under,0
I have a wonderful support system,0
"I'm having challenges, but I'm coping well",0
I absolutely'm practicing mindfulness to manage my thoughts recently,0
I'm learning to manage my mental health given my current situation,0
I absolutely want to die,1
My loved ones are helping me through this,0
I'm focusing on self-care,0
"I'm having a hard time, but I'm hanging in there #depression after months of struggling",0
I'm learning to manage my mental health,0
I'm making progress in my healing,0
I have everything I need,1
The pain is too intense tonight,1
I'm working with a counselor to get better lately,0
I'm ready to execute my plan,1
"I'm having a difficult time, but I'm coping recently",0
I'm making progress in my healing,0
I totally'm making progress in therapy,0
I absolutely know this feeling will pass,0
I want to take my own life today #coping,1
I completely'm working with a counselor 2 get better,0
I extremely'm completely isolated this week given my current situation,1
"I'm going through difficulties, but I'm strong",0
I'm using healthy coping mechanisms #mentalhealth recently,0
I have a great support network,0
I extremely feel completely alone,1
I'm going to end it all tonight,1
I'm working on my mental health with a professional with all the stress I'm under,0
"I'm struggling today, but I'm managing",0
I'm making progress in my healing #recovery,0
I want to end my life tonight recently,1
I'm working on my recovery daily given my current situation,0
"I'm struggling today, but I'm managing",0
I completely'm learning about my mental wellness,0
I totally'm practicing healthy coping today,0
I'm using my therapy tools,0
"I'm having a tough time, but I'm staying strong",0
I'm practicing healthy coping,0
"I'm having a rough patch, but I'm not giving up",0
I'm committed to my wellness,0
I'm learning about my mental wellness #coping,0
I completely'm becoming more resilient,0
I absolutely've overcome challenges before,0
My support network is helping me right now,0
I'm using my learned skills,0
The pain is unbearable 😪,1
I'm learning about psychological wellness,0
I'm developing better coping strategies right now,0
I'm worthless and useless #depression,1
I'm getting professional help with all the pressure I'm facing,0
I'm saying goodbye forever,1
My support network is helping me today,0
I absolutely'm applying my coping techniques,0
I'm making positive progress,0
"Thank you for everything, goodbye",1
I have people who understand me,0
"I completely'm struggling today, but I completely'm managing",0
I'm becoming more self-aware,0
The emotional pain is killing me,1
I'm educating myself about depression,0
I have people who support me #struggling,0
I'm not alone in this struggle this week,0
I'm surrounded by supportive people tonight,0
I'm developing my emotional skills #mentalhealth,0
I totally'm using my therapy tools,0
I absolutely'm going to kill myself today,1
I so'm using breathing exercises to calm down,0
"I'm having a rough patch, but I'm not giving up",0
No one understands me #recovery right now,1
I totally really want to die,1
I'm going to end it all tonight,1
I'm seeing a tehrapist regularly,0
I have my method chosen,1
I'm using my coping strategies effectively today,0
I'm working towards healing,0
I absolutely know exactly how to end it with all the stress I absolutely'm under,1
The emotional pain is killing me,1
I've been talking to my therapist about my feelings,0
My support system is strong lately,0
I absolutely'm building my mental health understanding with all the pressure I'm facing,0
My friends and family are supportive #recovery,0
I've made my final arrangements this week,1
I have no reason to live,1
I'm working towards recovery,0
I'm drowning in despair #mentalhealth,1
I'm learning about emotional regulation,0
I'm getting professional help,0
I'm committed to my wellness #mentalhealth,0
I'm taking medication for my depression lately,0
I so don't deserve 2 live,1
I'm using the tools I've learned in therapy,0
I'm developing better coping strategies 😭 #depression,0
I've been researching suicide methods recently,1
I have no one to turn to lately,1
I have people who understand me,0
I'm applying my coping techniques with all the stress I'm under,0
I have a wonderful support system,0
I so'm going to end my life,1
I completely'm building a better future,0
I'm working with a mental health counselor,0
I'm a burden 2 everyone,1
My support system is strong,0
I totally'm saying goodbye 2 the world,1
I'm completely abandoned 😪 #mentalhealth,1
I'm making positive progress,0
My family is tehre for me,0
I really have my method chosen,1
"I'm struggling today, but I'm managing with all the stress I'm under",0
I'm committed to getting better tonight,0
I extremely'm exercising to help with my mood #coping after everything that's happened,0
My support system is strong,0
I so'm getting professional help,0
I'm understanding my triggers better this week,0
I've prepared everything for my death recently,1
I so have hope for the future,0
I'm developing my emotional skills,0
I extremely'm practicing mindfulness to manage my thoughts,0
I'm surrounded by supportive people,0
I really'm drowning in despair,1
"I'm going thru difficulties, but I'm strong",0
I'm practicing mindfulness 2 manage my thoughts #struggling,0
"Goodbye, I love you all",1
I want 2 kill myself,1
I have no support system,1
I'm going to end my life,1
I'm getting the treatment I need #mentalhealth,0
I'm getting help 4 my mental health,0
I'm practicing healthy coping tonight with all the stress I'm under,0
I don't deserve to live,1
I so'm in counseling and it's helping after everything that's happened,0
I'm grateful for my support network,0
I'm working towards recovery with all the pressure I'm facing,0
I'm using breathing exercises to calm down,0
This is my final message #coping,1
"Today was really rough, but tomorrow is another day #struggling",0
I have a great support system with all the stress I'm under,0
I'm being destroyed by the pain with all the stress I'm under,1
I can't bear this pain anymore,1
I'm working with a mental health counselor,0
I'm committed 2 my wellness,0
I'm using positive self-talk,0
I just wanted to say goodbye,1
I'm growing through this experience,0
The emotional pain is killing me,1
I'm using my learned skills,0
I extremely'm getting treatment for my issues today,0
I'm building mental health literacy,0
I know I can overcome this given my current situation 😞,0
I'm surrounded by supportive people,0
I really'm saying goodbye to the world recently #mentalhealth,1
I completely'm not alone in this struggle given my current situation,0
I'm making progress in my healing tonight,0
I'm seeing a tehrapist regularly,0
I'm surrounded by supportive people tonight,0
I totally'm developing my emotional skills with all the pressure I totally'm facing,0
I know I can overcome this,0
Goodbye to everyone I love,1
I absolutely'm being destroyed by the pain #depression,1
I'm going to end my pain forever,1
I'm in therapy and making progress,0
I'm making progress in my healing,0
I'm using positive self-talk,0
I've researched the best way to die #depression,1
I can't escape this pain,1
I really can't bear this pain anymore,1
I really'm developing mental health awareness,0
I'm making positive changes,0
My family is there for me,0
I'm working on my recovery daily #struggling,0
"I'm having challenges, but I'm coping well",0
I'm working on my emotional intelligence after everything that's happened,0
"Today was really rough, but tomorrow is another day",0
I'm using my learned skills #depression,0
My support system is strong,0
I'm working on my recovery daily #coping,0
I'm working towards healing,0
I'm using positive self-talk,0
I'm completely abandoned this week,1
I'm a burden to everyone today,1
I'm learning about my mental wellness #recovery,0
I really want to die,1
I so'm a complete failure,1
I'm exercising to help with my mood 😢,0
Goodbye to everyone I love after months of struggling 😔 #recovery,1
The suffering is too much,1
"By the time you read this, I'll be gone this week",1
I'm becoming more resilient,0
"I'm having a hard day, but I'm resilient",0
I don't deserve 2 live,1
I want to kill myself,1
I extremely'm learning about emotional regulation,0
I'm developing emotional intelligence #depression,0
I'm understanding my mental health better,0
I'm ready to execute my plan #recovery,1
I'm developing mental health awareness,0
I'm leaving forever tonight,1
I can't bear this pain anymore given my current situation,1
I'm getting help for my mental health,0
I'm using positive self-talk,0
"I feel overwhelmed, but I'm not giving up",0
I so'm going 2 end it all tonight,1
I have a great support system,0
I completely'm in treatment for my depression #recovery with all the stress I'm under,0
I'm taking steps towards wellness 😪,0
I've overcome challenges before after months of struggling,0
I'm working on my mental health,0
I'm making progress in my treatment,0
Goodbye to all my loved ones today,1
I'm not alone because I have support,0
I believe I can get through this this week,0
I'm useless to everyone #coping right now,1
I've been planning this for weeks after everything that's happened,1
This is my final goodbye,1
I have people I can talk to tonight,0
No one cares about me,1
"I'm feeling down, but I know I'll get through this #struggling",0
I have a great support system,0
I absolutely'm learning to recognize my warning signs,0
I want to die tonight,1
I want to die,1
I'm drowning in despair after everything that's happened,1
I want to die right now #coping,1
"I'm feeling down, but I know I'll get through this",0
No one would notice if I was gone with all the pressure I'm facing 😓,1
No one understands my pain,1
I'm working on my mental health,0
I extremely'm learning about my mental wellness right now,0
I so'm practicing self-care techniques,0
I'm not alone in this struggle,0
"I'm having a hard time, but I'm hanging in there #recovery",0
I'm planning to end it all recently,1
I have a wonderful support system,0
I have people who care about me this week after everything that's happened,0
"I'm having a rough patch, but I'm not giving up",0
I can't see any future,1
I extremely'm understanding my triggers better,0
I completely'm alone and forgotten,1
I'm applying my coping techniques,0
I'm using healthy coping mechanisms,0
I'm taking medication for my depression,0
"By the time you read this, I'll be gone",1
I have a wonderful support system,0
I'm completely worthless,1
I believe I can get through this,0
I'm practicing mindfulness to manage my thoughts,0
I'm using the tools I've learned in therapy,0
I really'm getting mental health support,0
I completely have no reason to live,1
I've overcome challenges before this week 💔,0
I'm grateful for my support network,0
My friends have been really supportive,0
"I'm having a hard time, but I'm hanging in tehre",0
I'm making progress in therapy,0
The hurt is overwhelming,1
I completely want to end my life tonight,1
I absolutely'm building mental health literacy #recovery,0
I'm understanding my mental health better this week,0
I know I can overcome this,0
I absolutely really want 2 die,1
The pain is overwhelming me,1
I'm making positive changes right now 😞,0
